student_id,age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible,student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
3811,20,Female,False,False,In-state,3.67,1187.0,19,3,2,Education,Full-time,18,Regular,Spring,$60k-$100k,True,True,996,False,3.98,58,2,0,82.9,12,5,0,4,1,On-campus,False,13,12,False
3812,18,Male,True,False,Out-of-state,3.27,1471.0,27,2,1,Business,Full-time,12,Regular,Spring,$60k-$100k,True,False,8312,False,3.9,76,0,3,86.0,5,2,3,0,0,On-campus,False,7,5,False
3813,17,Male,False,False,In-state,3.92,1141.0,16,4,3,Engineering,Full-time,12,Regular,Fall,$100k+,True,True,43195,False,2.35,12,2,0,81.9,2,3,1,2,2,On-campus,True,41,5,False
3814,21,Female,True,False,In-state,3.62,961.0,24,6,3,Arts & Sciences,Full-time,15,Regular,Spring,$60k-$100k,False,False,191,True,3.32,86,0,0,81.0,0,6,2,1,1,At home,True,10,13,True
3815,17,Female,False,False,Out-of-state,3.47,1165.0,28,2,0,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,False,False,9017,False,2.89,45,1,0,87.9,7,1,1,2,0,Off-campus,False,2,15,False
3816,17,Male,False,False,In-state,3.02,1202.0,16,3,1,Health Sciences,Full-time,12,Regular,Fall,$30k-$60k,True,False,3246,False,3.07,0,0,0,55.7,7,0,1,1,0,Off-campus,False,1,15,False
3817,21,Male,False,False,In-state,3.61,1355.0,26,2,2,Business,Full-time,15,Regular,Fall,$30k-$60k,False,True,18949,False,3.46,12,0,0,67.6,18,0,2,1,1,Off-campus,False,4,12,True
3818,20,Male,False,False,Out-of-state,3.08,1132.0,25,7,3,Engineering,Full-time,15,Regular,Fall,$60k-$100k,True,False,382,False,2.08,4,0,0,86.3,22,4,1,0,3,On-campus,False,16,11,False
3819,17,Male,False,False,Out-of-state,3.74,1170.0,24,3,3,Computer Science,Full-time,12,Regular,Fall,$100k+,True,True,6288,True,2.6,77,1,0,92.5,5,5,2,1,2,On-campus,True,9,6,False
3820,19,Female,True,False,In-state,3.55,1056.0,23,3,3,Arts & Sciences,Part-time,6,Regular,Summer,$60k-$100k,True,True,16276,False,4.0,22,1,1,88.4,3,1,1,1,3,Off-campus,True,1,13,False
3821,17,Male,False,False,Out-of-state,4.0,1153.0,26,5,1,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,True,False,25893,False,1.95,67,0,0,95.7,4,2,2,3,2,On-campus,False,2,24,False
3822,26,Male,False,False,Out-of-state,2.96,1109.0,23,1,1,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,True,True,2789,False,2.77,30,3,1,80.9,4,4,2,1,3,Off-campus,False,7,15,False
3823,18,Male,True,False,In-state,3.69,1064.0,21,1,2,Health Sciences,Full-time,18,Regular,Fall,<$30k,False,False,30334,False,4.0,16,0,0,86.2,4,2,2,1,1,Commuter,False,14,10,True
3824,19,Male,False,False,In-state,3.73,1151.7961403508773,23,5,1,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,True,False,3568,False,2.97,42,0,0,77.1,55,3,0,1,1,On-campus,False,1,5,False
3825,22,Female,True,False,Out-of-state,2.73,1303.0,26,4,0,Business,Part-time,9,Regular,Fall,<$30k,False,False,19966,False,2.61,14,4,0,84.4,16,4,2,0,2,Off-campus,False,40,23,True
3826,19,Female,True,False,In-state,3.76,1250.0,29,3,0,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,True,False,8216,False,3.35,76,2,1,86.0,1,4,2,2,1,On-campus,False,0,1,False
3827,18,Male,True,False,Out-of-state,2.83,1104.0,28,3,1,Business,Full-time,15,Regular,Spring,$60k-$100k,False,False,16763,False,2.63,33,0,1,86.8,10,4,2,1,1,On-campus,False,0,1,False
3828,19,Female,True,False,In-state,3.08,1358.0,18,3,1,Computer Science,Full-time,12,Regular,Spring,$100k+,False,False,19626,False,2.09,1,0,0,93.2,6,3,3,2,4,On-campus,False,19,3,False
3829,19,Female,True,False,In-state,3.27,1246.0,21,1,3,Health Sciences,Full-time,18,Regular,Fall,$100k+,True,True,5224,False,2.85,39,0,0,96.0,7,8,0,2,0,Off-campus,False,27,22,False
3830,17,Male,True,False,In-state,2.0,1252.0,28,5,2,Arts & Sciences,Part-time,6,Regular,Fall,$30k-$60k,True,False,11319,False,1.47,7,1,0,59.1,58,3,0,4,2,On-campus,False,2,15,True
3831,20,Female,False,True,In-state,3.06,1285.0,28,2,2,Arts & Sciences,Full-time,12,Regular,Spring,<$30k,False,False,4040,True,2.877533333333333,5,1,1,88.2,10,1,1,0,4,On-campus,False,9,8,True
3832,19,Male,False,True,In-state,3.44,1200.0,22,3,3,Engineering,Full-time,18,Early Decision,Fall,<$30k,False,False,11000,False,2.76,90,2,0,83.4,12,4,2,2,1,Commuter,False,0,12,False
3833,20,Male,True,True,In-state,3.29,1045.0,21,3,4,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,True,False,37649,False,3.44,6,1,0,76.4,1,3,1,1,1,Off-campus,False,3,9,False
3834,19,Male,True,False,In-state,4.0,1316.0,22,2,2,Health Sciences,Full-time,12,Regular,Spring,$30k-$60k,False,False,16929,False,2.76,58,0,1,69.5,1,4,2,3,2,On-campus,False,36,17,False
3835,22,Male,False,False,In-state,2.28,931.0,23,5,2,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,False,True,28104,False,4.0,60,1,1,95.5,12,3,1,2,1,On-campus,False,76,0,False
3836,18,Female,True,False,In-state,2.71,1218.0,30,3,1,Social Sciences,Full-time,18,Regular,Spring,$100k+,False,False,2395,False,2.28,22,0,0,84.7,5,8,3,1,4,Off-campus,False,10,2,True
3837,19,Female,True,False,Out-of-state,4.0,1151.7961403508773,23,2,3,Engineering,Full-time,15,Regular,Fall,$30k-$60k,False,False,22852,False,1.76,92,1,0,69.1,2,3,1,1,1,Commuter,False,11,13,True
3838,24,Female,False,False,International,3.22,1029.0,23,2,2,Business,Full-time,12,Transfer,Fall,<$30k,False,False,7077,False,3.17,15,0,0,81.7,3,4,0,2,2,On-campus,False,26,9,True
3839,24,Female,False,False,In-state,3.77,1050.0,26,4,3,Arts & Sciences,Full-time,12,Transfer,Fall,$60k-$100k,True,True,12622,True,2.5,79,0,1,76.3,5,3,2,1,2,Off-campus,False,23,40,False
3840,21,Male,False,False,In-state,3.56,1236.0,17,5,6,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,False,False,32873,False,2.69,120,0,0,46.4,6,3,1,4,2,At home,False,10,2,True
3841,17,Non-binary,True,False,In-state,4.0,1193.0,32,6,3,Social Sciences,Full-time,18,Regular,Fall,<$30k,False,False,11701,True,2.6,30,1,1,86.4,14,3,2,1,1,On-campus,False,16,1,False
3842,24,Female,True,False,In-state,3.75,1004.0,23,0,1,Engineering,Part-time,9,Regular,Fall,<$30k,True,False,33950,False,3.05,63,0,0,89.2,18,5,0,1,3,Off-campus,False,22,4,True
3843,18,Female,True,False,Out-of-state,3.61,1190.0,32,4,1,Business,Full-time,12,Transfer,Fall,$30k-$60k,False,False,19109,False,2.52,23,1,0,65.3,10,5,3,1,3,On-campus,False,87,6,False
3844,18,Male,True,False,In-state,2.93,1157.0,23,2,2,Business,Full-time,18,Regular,Fall,$100k+,False,True,12403,False,0.96,55,0,0,63.5,6,8,1,2,1,Off-campus,True,5,29,True
3845,26,Male,True,False,Out-of-state,4.0,1104.0,22,1,1,Business,Full-time,12,Regular,Spring,$60k-$100k,True,True,30919,False,2.4,53,3,1,60.8,0,2,2,2,1,On-campus,False,38,40,False
3846,17,Male,False,False,International,3.11,1275.0,21,1,3,Engineering,Full-time,18,Early Decision,Fall,$30k-$60k,True,False,32903,False,2.12,12,0,1,86.5,19,4,2,0,1,At home,False,11,0,False
3847,20,Female,False,False,Out-of-state,2.64,1151.7961403508773,23,4,5,Education,Part-time,3,Regular,Fall,$60k-$100k,True,True,9855,False,3.73,20,1,0,90.8,5,5,1,1,2,On-campus,False,45,3,True
3848,17,Female,False,False,In-state,3.83,1113.0,20,2,2,Social Sciences,Full-time,12,Transfer,Fall,$60k-$100k,False,False,19977,True,2.56,39,0,0,82.7,6,7,3,0,2,On-campus,False,12,12,True
3849,26,Male,False,False,International,3.43,1008.0,25,4,2,Engineering,Full-time,15,Regular,Fall,$60k-$100k,False,False,14186,False,2.18,74,1,1,75.1,3,2,2,2,1,Commuter,False,0,6,False
3850,17,Male,False,False,Out-of-state,2.57,800.0,27,9,2,Business,Full-time,12,Early Decision,Spring,$30k-$60k,True,True,1524,True,1.9,79,0,0,95.2,14,2,1,0,1,Commuter,False,1,6,False
3851,20,Female,False,False,In-state,3.41,928.0,27,5,1,Engineering,Part-time,3,Early Decision,Fall,$30k-$60k,True,False,18178,False,3.87,18,1,2,68.8,8,3,0,1,0,On-campus,False,2,7,False
3852,18,Male,True,False,International,2.94,1275.0,24,5,1,Engineering,Full-time,12,Regular,Fall,$30k-$60k,False,False,6711,True,3.12,95,0,0,53.6,39,4,2,0,4,On-campus,False,1,0,False
3853,17,Male,False,True,In-state,3.64,1232.0,20,2,0,Education,Full-time,15,Transfer,Summer,$100k+,False,True,21682,False,2.84,19,1,0,80.9,4,2,5,0,3,On-campus,False,4,40,False
3854,21,Male,True,False,Out-of-state,2.81,1376.0,17,3,5,Computer Science,Part-time,3,Regular,Fall,$100k+,False,False,6827,False,3.33,56,0,0,74.9,18,7,5,2,2,Commuter,False,2,17,True
3855,23,Female,True,False,In-state,3.54,1331.0,26,3,2,Education,Full-time,12,Regular,Fall,$60k-$100k,True,False,33089,True,1.47,18,2,0,84.6,27,5,3,1,0,At home,False,23,9,True
3856,23,Female,False,False,In-state,3.7,1149.0,27,1,2,Computer Science,Full-time,12,Regular,Fall,$30k-$60k,False,True,21967,True,3.07,16,0,1,97.3,24,1,0,1,2,Commuter,False,1,16,False
3857,18,Male,False,False,Out-of-state,3.51,992.0,16,3,4,Education,Part-time,6,Regular,Fall,$30k-$60k,True,False,2401,False,3.21,59,0,0,76.5,2,3,1,3,1,Off-campus,False,9,0,False
3858,20,Female,False,False,In-state,3.42,1128.0,28,2,5,Computer Science,Part-time,3,Early Decision,Fall,$30k-$60k,False,False,10133,False,2.8,96,1,0,64.8,6,10,1,0,2,On-campus,False,7,15,False
3859,18,Male,False,False,Out-of-state,3.07,969.0,27,1,4,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,True,False,8094,False,2.64,48,0,0,66.4,12,5,1,1,3,Off-campus,False,9,3,True
3860,29,Male,False,False,In-state,3.82,1184.0,26,5,0,Computer Science,Full-time,15,Regular,Fall,$60k-$100k,True,False,9669,False,3.56,23,1,1,81.1,9,3,0,1,2,On-campus,False,13,13,False
3861,17,Male,False,False,In-state,3.61,1151.7961403508773,18,4,2,Education,Full-time,12,Transfer,Fall,$100k+,True,False,10638,False,1.44,120,1,0,70.9,15,8,1,1,2,Off-campus,False,23,26,True
3862,24,Male,False,False,Out-of-state,2.75,1010.0,29,4,2,Health Sciences,Full-time,12,Early Decision,Spring,<$30k,False,True,16938,True,2.45,11,0,0,90.0,5,2,0,2,0,On-campus,False,22,11,False
3863,21,Female,True,False,In-state,2.26,1018.0,21,2,0,Computer Science,Full-time,18,Regular,Spring,$30k-$60k,True,True,26748,False,3.51,96,1,0,68.0,6,3,1,1,0,Off-campus,False,3,13,False
3864,19,Female,True,False,In-state,3.2,1114.0,23,2,1,Arts & Sciences,Part-time,9,Early Decision,Fall,$60k-$100k,True,True,327,True,2.79,120,1,1,79.8,28,2,1,0,1,On-campus,False,40,22,False
3865,20,Female,True,False,In-state,3.62,1151.7961403508773,29,2,3,Business,Full-time,12,Regular,Fall,$60k-$100k,True,True,46,False,4.0,43,1,0,93.3,0,5,2,1,2,At home,False,19,5,False
3866,18,Male,False,False,International,3.78,1462.0,24,3,2,Health Sciences,Part-time,9,Regular,Spring,$30k-$60k,True,True,18079,True,2.37,25,0,1,79.8,9,2,1,1,0,On-campus,False,0,13,False
3867,17,Female,False,False,In-state,4.0,963.0,28,4,1,Arts & Sciences,Full-time,12,Regular,Spring,<$30k,True,False,40265,False,1.48,50,2,0,77.1,5,1,4,0,1,Off-campus,False,0,11,True
3868,19,Male,True,False,International,4.0,1151.7961403508773,19,1,2,Business,Full-time,12,Early Decision,Spring,$30k-$60k,True,False,2531,False,2.05,63,0,0,87.9,35,5,2,1,1,At home,False,11,26,False
3869,17,Female,False,False,In-state,2.92,1151.7961403508773,25,3,3,Engineering,Full-time,18,Regular,Summer,$60k-$100k,True,False,1237,False,2.21,20,1,0,88.5,17,3,3,1,1,At home,True,25,10,False
3870,20,Male,False,False,International,3.95,1353.0,20,7,0,Health Sciences,Full-time,18,Regular,Fall,$100k+,False,True,17776,False,4.0,73,0,2,83.5,2,6,2,0,2,On-campus,False,2,1,False
3871,23,Female,False,True,In-state,3.1,935.0,24,2,3,Business,Full-time,18,Regular,Fall,$60k-$100k,True,False,5539,False,3.17,31,1,2,72.3,2,6,2,2,2,On-campus,False,40,2,False
3872,20,Female,True,False,In-state,2.74,1162.0,27,3,4,Education,Part-time,6,Regular,Fall,<$30k,False,True,317,True,2.22,3,2,1,55.7,2,8,2,1,0,Off-campus,False,22,6,True
3873,17,Male,False,False,In-state,3.25,850.0,18,3,2,Business,Full-time,18,Regular,Fall,$60k-$100k,True,False,2219,False,2.48,36,1,1,87.4,5,2,3,2,4,On-campus,True,58,0,False
3874,19,Non-binary,False,False,In-state,4.0,1194.0,16,4,4,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,True,False,8443,False,2.9,114,0,1,54.8,0,5,1,0,4,Off-campus,False,20,3,True
3875,19,Male,False,False,In-state,3.01,925.0,30,1,3,Computer Science,Full-time,12,Regular,Fall,$30k-$60k,True,False,22003,False,3.63,18,1,1,94.2,39,6,1,0,1,On-campus,False,2,5,False
3876,18,Male,True,False,In-state,3.57,1359.0,20,4,2,Business,Full-time,12,Regular,Fall,$30k-$60k,True,True,7240,False,2.8,104,0,0,81.8,0,5,3,2,1,On-campus,False,1,0,False
3877,20,Male,False,False,In-state,3.73,1151.7961403508773,26,4,1,Business,Full-time,15,Early Decision,Fall,$100k+,True,False,6904,True,3.61,25,1,0,69.9,3,3,3,0,2,At home,False,4,33,False
3878,23,Male,False,False,In-state,3.15,1070.0,29,3,2,Engineering,Full-time,18,Regular,Fall,$30k-$60k,True,False,51156,False,2.68,9,0,0,79.8,6,4,1,2,5,Commuter,False,11,1,False
3879,24,Male,False,False,In-state,3.28,1291.0,36,1,4,Arts & Sciences,Full-time,12,Transfer,Fall,$60k-$100k,False,False,35857,False,2.96,5,1,1,66.5,22,5,5,0,0,On-campus,False,0,13,True
3880,24,Female,False,False,In-state,3.42,1128.0,24,1,5,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,False,True,600,False,3.37,49,2,0,87.3,19,5,5,2,1,Off-campus,False,9,2,True
3881,22,Male,False,False,International,2.82,1311.0,24,5,2,Education,Full-time,15,Transfer,Fall,$30k-$60k,False,False,4983,False,3.03,42,1,0,71.4,29,4,2,1,4,On-campus,False,1,4,False
3882,20,Male,False,False,Out-of-state,2.49,1507.0,20,1,3,Education,Full-time,12,Early Decision,Spring,$30k-$60k,False,False,8068,False,3.93,18,0,0,89.9,17,6,0,3,2,Off-campus,True,17,36,False
3883,23,Female,True,False,In-state,3.99,1024.0,27,3,6,Computer Science,Full-time,15,Early Decision,Summer,$100k+,False,True,1235,False,2.13,60,0,0,67.4,10,4,1,4,0,Off-campus,False,13,13,True
3884,17,Male,True,False,In-state,3.25,1196.0,19,2,3,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,True,True,7557,True,2.66,120,1,1,83.2,3,4,2,4,2,On-campus,False,3,12,False
3885,21,Female,False,False,In-state,3.4,1152.0,20,2,1,Business,Part-time,9,Regular,Fall,$100k+,True,False,5908,False,2.45,49,1,1,76.0,10,4,2,0,0,Off-campus,False,67,36,False
3886,17,Female,False,False,In-state,2.46,1151.7961403508773,18,2,2,Arts & Sciences,Full-time,15,Early Decision,Spring,$100k+,True,False,698,False,3.37,18,0,0,68.2,2,4,2,2,0,On-campus,False,10,12,True
3887,18,Female,True,False,In-state,3.48,1202.0,22,3,4,Engineering,Full-time,18,Regular,Fall,$30k-$60k,False,False,4957,False,2.18,117,0,1,78.2,16,6,2,3,1,On-campus,False,29,24,False
3888,17,Male,True,False,In-state,3.03,1240.0,17,2,2,Education,Full-time,15,Regular,Fall,$30k-$60k,False,False,8596,True,3.59,78,1,0,82.7,20,5,2,0,2,At home,False,10,13,False
3889,22,Female,False,True,Out-of-state,3.28,961.0,25,1,3,Business,Full-time,18,Early Decision,Fall,$30k-$60k,True,True,19701,False,3.33,18,0,1,90.2,0,4,2,2,2,At home,False,19,22,True
3890,21,Male,True,False,Out-of-state,3.34,1125.0,22,2,3,Health Sciences,Full-time,15,Regular,Spring,$100k+,True,False,5368,False,2.21,109,0,0,68.0,18,4,2,1,1,On-campus,False,9,2,False
3891,24,Male,False,False,Out-of-state,3.4,1240.0,19,2,2,Business,Full-time,12,Transfer,Fall,$30k-$60k,False,False,2039,True,2.18,5,1,0,80.9,19,6,2,0,0,At home,False,6,11,False
3892,19,Male,True,False,In-state,3.66,919.0,26,4,3,Health Sciences,Full-time,15,Regular,Spring,$60k-$100k,True,True,17677,True,2.11,20,0,0,89.6,3,3,8,5,0,At home,False,3,19,False
3893,21,Female,False,False,In-state,2.76,1048.0,17,3,4,Social Sciences,Part-time,6,Regular,Fall,$100k+,True,False,30838,False,2.63,80,0,0,78.7,7,4,4,2,1,On-campus,False,8,1,False
3894,20,Female,True,False,In-state,3.09,1124.0,20,1,5,Business,Full-time,12,Regular,Spring,<$30k,True,True,40270,False,4.0,44,1,0,90.4,4,7,5,0,0,Off-campus,False,4,2,True
3895,22,Female,True,False,In-state,3.63,1196.0,22,3,4,Education,Full-time,15,Regular,Summer,<$30k,True,True,49411,False,3.11,6,1,0,81.6,22,2,4,1,2,On-campus,True,17,8,False
3896,17,Female,True,False,In-state,4.0,1217.0,22,2,2,Computer Science,Full-time,12,Regular,Spring,$30k-$60k,True,True,17522,False,1.75,27,1,1,83.1,12,2,2,2,1,At home,False,11,2,True
3897,17,Female,False,False,In-state,3.46,1121.0,27,5,3,Social Sciences,Full-time,12,Regular,Spring,$30k-$60k,True,True,5720,False,2.53,13,1,2,84.9,5,2,0,2,2,Off-campus,False,34,11,False
3898,19,Male,False,True,In-state,2.57,1289.0,26,8,1,Computer Science,Full-time,15,Regular,Spring,<$30k,True,False,4009,True,2.29,25,2,0,79.8,10,3,2,2,0,On-campus,False,19,3,True
3899,21,Male,False,False,In-state,4.0,1307.0,24,2,5,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,False,False,5131,False,3.39,21,0,0,95.6,22,2,6,1,1,On-campus,False,46,13,True
3900,17,Male,False,True,Out-of-state,4.0,1259.0,28,5,3,Arts & Sciences,Full-time,18,Regular,Spring,$30k-$60k,True,False,5276,False,1.13,5,3,1,69.5,5,2,2,1,1,At home,False,9,3,True
3901,24,Female,False,False,In-state,3.23,1285.0,18,7,3,Engineering,Full-time,18,Early Decision,Fall,$30k-$60k,True,False,43719,True,2.69,95,0,0,88.2,15,4,2,2,1,Commuter,False,7,11,False
3902,24,Female,False,False,Out-of-state,3.1,833.0,25,2,1,Business,Full-time,12,Regular,Fall,$60k-$100k,True,False,16662,True,1.84,45,1,1,63.0,10,3,4,1,1,On-campus,False,11,2,True
3903,17,Male,False,False,Out-of-state,3.76,1295.0,32,1,2,Business,Full-time,12,Early Decision,Fall,$30k-$60k,True,False,10567,False,2.97,75,0,0,96.8,13,6,1,1,2,Off-campus,False,1,20,False
3904,19,Female,True,False,In-state,3.39,1167.0,20,0,0,Business,Full-time,12,Regular,Fall,$60k-$100k,False,True,10369,True,3.65,71,1,0,82.2,2,5,3,0,2,On-campus,False,6,2,False
3905,19,Female,False,False,In-state,2.44,1193.0,25,6,0,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,True,False,36169,False,3.34,37,0,0,90.2,57,4,3,3,0,On-campus,False,1,0,False
3906,22,Male,False,False,In-state,3.35,1314.0,28,1,3,Business,Full-time,12,Early Decision,Spring,<$30k,True,False,5296,False,2.96,0,1,1,95.2,7,6,2,1,1,On-campus,False,12,2,False
3907,24,Female,False,False,International,2.71,1380.0,26,5,4,Education,Full-time,12,Regular,Spring,$30k-$60k,False,True,7922,False,2.92,4,0,2,89.6,37,5,0,0,2,On-campus,False,29,2,False
3908,19,Male,False,False,Out-of-state,3.64,885.0,24,3,2,Business,Full-time,12,Regular,Fall,<$30k,True,True,2066,False,2.8,105,2,0,79.3,1,2,0,2,3,Off-campus,False,11,9,True
3909,20,Male,False,False,Out-of-state,3.41,1312.0,28,0,2,Arts & Sciences,Full-time,15,Regular,Spring,$100k+,True,False,15030,False,3.21,44,1,0,86.6,4,4,1,2,1,On-campus,True,16,0,False
3910,23,Female,False,False,In-state,3.03,1330.0,27,1,3,Engineering,Full-time,15,Regular,Fall,$60k-$100k,True,False,17091,False,2.65,69,1,0,79.8,1,2,1,2,3,On-campus,False,7,1,False
3911,24,Female,True,True,In-state,2.87,1151.7961403508773,31,4,4,Engineering,Full-time,12,Regular,Summer,<$30k,False,True,2303,False,2.877533333333333,44,1,0,91.8,6,2,1,2,0,Commuter,False,16,9,True
3912,22,Female,False,False,International,3.59,1134.0,25,2,2,Engineering,Full-time,18,Early Decision,Spring,<$30k,True,False,2791,True,3.81,15,2,0,73.7,2,3,3,5,3,On-campus,False,7,7,True
3913,18,Female,False,False,In-state,3.8,965.0,22,2,3,Health Sciences,Full-time,15,Regular,Fall,<$30k,False,False,10210,False,3.79,120,0,1,84.2,34,7,2,2,2,On-campus,False,2,6,False
3914,25,Female,False,False,International,3.54,1396.0,20,1,3,Social Sciences,Full-time,18,Regular,Fall,$60k-$100k,True,False,39544,True,2.69,60,2,1,96.9,10,2,1,1,1,Commuter,True,24,5,False
3915,24,Male,True,False,Out-of-state,3.93,815.0,24,4,2,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,True,True,52074,False,3.3,35,2,0,90.7,3,1,4,1,0,Off-campus,False,10,3,True
3916,19,Male,False,False,In-state,3.06,1268.0,19,2,2,Business,Full-time,18,Regular,Fall,$30k-$60k,False,True,19229,False,2.877533333333333,26,0,0,85.8,0,6,3,1,1,At home,False,11,10,False
3917,18,Male,True,False,International,3.45,1039.0,23,2,3,Arts & Sciences,Full-time,15,Transfer,Spring,<$30k,True,False,10841,False,2.92,120,0,0,74.5,0,5,1,2,0,Off-campus,False,8,21,True
3918,19,Male,False,False,In-state,2.7,1443.0,31,8,3,Health Sciences,Full-time,12,Regular,Fall,<$30k,True,False,5441,False,3.15,21,1,0,88.2,18,3,1,0,3,On-campus,False,22,9,True
3919,19,Female,True,False,In-state,3.58,1123.0,21,1,2,Business,Full-time,15,Regular,Fall,$60k-$100k,True,False,20723,False,2.27,1,0,0,71.4,8,5,3,2,1,On-campus,False,13,28,False
3920,17,Male,False,True,Out-of-state,2.38,1017.0,25,5,4,Computer Science,Full-time,12,Transfer,Fall,<$30k,True,False,2045,False,3.07,10,0,0,67.8,46,5,1,1,1,On-campus,False,0,3,False
3921,18,Female,False,False,In-state,3.45,970.0,22,3,5,Computer Science,Full-time,15,Transfer,Fall,$30k-$60k,True,False,7644,False,2.74,19,2,2,51.2,40,7,1,1,1,Off-campus,False,0,4,True
3922,17,Female,False,False,In-state,3.77,1151.7961403508773,24,3,1,Engineering,Full-time,15,Early Decision,Spring,$30k-$60k,False,False,24083,False,2.48,40,0,0,44.7,10,4,2,0,0,Off-campus,False,9,4,True
3923,17,Male,True,False,Out-of-state,2.55,1546.0,18,4,3,Arts & Sciences,Full-time,18,Regular,Spring,$100k+,False,True,2266,False,4.0,17,1,1,82.5,21,3,2,0,4,Off-campus,False,16,5,False
3924,20,Female,False,False,In-state,3.4,1384.0,23,6,0,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,True,False,6476,False,2.59,24,4,0,62.9,11,8,2,0,2,Commuter,False,9,1,True
3925,19,Female,True,False,In-state,2.95,1229.0,16,1,2,Business,Part-time,9,Regular,Spring,$30k-$60k,True,False,4364,True,1.93,120,1,0,89.7,15,4,3,1,0,At home,False,0,0,False
3926,22,Male,False,False,International,3.72,1316.0,22,3,3,Computer Science,Full-time,15,Regular,Summer,$30k-$60k,True,True,28488,False,2.81,95,1,2,59.1,5,5,0,1,1,On-campus,False,38,6,True
3927,17,Male,False,True,International,3.31,961.0,23,4,2,Business,Full-time,12,Regular,Fall,$100k+,True,False,34879,False,3.12,120,0,0,69.0,19,3,2,3,1,On-campus,False,10,7,False
3928,23,Female,True,True,International,2.85,1151.7961403508773,24,2,1,Business,Full-time,15,Regular,Fall,$60k-$100k,True,False,3476,False,1.73,19,0,1,81.5,30,3,2,1,2,On-campus,False,8,10,True
3929,21,Male,True,False,Out-of-state,3.03,1120.0,25,2,2,Engineering,Part-time,9,Regular,Fall,$60k-$100k,True,False,6097,True,3.67,95,1,1,83.2,9,3,1,1,3,Commuter,False,10,13,False
3930,17,Female,False,False,Out-of-state,3.6,987.0,25,0,4,Business,Full-time,12,Regular,Fall,$100k+,True,False,31886,False,2.17,38,0,1,93.5,39,3,4,3,4,On-campus,False,7,1,False
3931,17,Male,True,False,Out-of-state,2.83,1035.0,20,1,2,Business,Full-time,18,Regular,Fall,$60k-$100k,True,False,22582,True,2.94,18,0,0,70.1,7,3,2,2,0,On-campus,False,0,13,False
3932,21,Male,False,False,In-state,2.95,1303.0,24,0,3,Health Sciences,Full-time,12,Regular,Fall,$30k-$60k,True,False,30284,False,2.33,30,0,1,61.8,16,3,3,2,0,On-campus,False,17,5,True
3933,23,Female,True,False,In-state,3.11,981.0,28,3,0,Business,Full-time,12,Regular,Fall,$60k-$100k,False,False,42790,False,4.0,61,0,2,60.6,30,6,1,1,2,Commuter,False,22,5,True
3934,19,Male,True,False,In-state,2.82,1151.7961403508773,24,2,1,Business,Full-time,12,Regular,Fall,$60k-$100k,True,True,5980,False,2.3,16,4,1,92.2,4,2,1,1,2,On-campus,False,7,3,False
3935,19,Female,False,True,In-state,2.92,1153.0,19,8,1,Health Sciences,Full-time,12,Regular,Fall,$100k+,False,False,4897,True,3.2,115,1,1,79.8,11,5,1,2,2,Off-campus,False,18,14,False
3936,19,Female,False,False,Out-of-state,2.96,1113.0,24,1,3,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,True,False,37701,True,4.0,97,0,1,86.2,21,5,1,1,3,On-campus,False,0,2,False
3937,19,Non-binary,False,False,In-state,3.51,1168.0,28,1,8,Health Sciences,Full-time,18,Early Decision,Fall,<$30k,True,False,31079,False,2.38,42,0,0,68.5,15,2,0,1,2,On-campus,False,32,6,True
3938,21,Female,False,False,In-state,3.92,879.0,27,1,5,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,True,False,6975,True,3.31,52,0,1,96.8,24,3,0,0,1,Off-campus,False,21,21,False
3939,22,Female,False,False,In-state,3.46,1250.0,27,2,2,Arts & Sciences,Full-time,15,Regular,Spring,$60k-$100k,True,True,16562,True,3.63,2,0,1,77.1,9,2,2,1,1,At home,False,11,0,False
3940,17,Female,True,False,International,3.35,1166.0,28,2,3,Arts & Sciences,Part-time,3,Regular,Fall,$60k-$100k,True,False,15167,False,2.85,16,0,0,79.8,46,6,1,1,4,Commuter,False,2,2,False
